ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi
ARKG,SHORT,0.5114994530821066,5.1149945308210665,4.46,5.0755,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",5.9,NEUTRAL,pullback_to_resistance,,,48.0,28.0,59.87,6.74,118300.0,79580.0,0.673,93598.0,51765.0,52517.0,17.5,0.418,0.0,0.56,1.0,1.4,1.32,0.17,1,1.0,0.0,0.0,0.001171,0.0,0.0003520079453310054,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.632729,0.0,0.0,45.70235
TEM,SHORT,0.43649307591255754,4.364930759125575,4.59,4.5795,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,NEGATIVE,ema_rally,-1650647.99,52.28,70.0,50.0,33.82,4.42,179673.0,113403.0,0.631,73534.0,62871.0,156671.0,83.8,0.815,0.0,0.84,1.0,1.2,1.42,0.12,1,1.0,0.0,0.0,6.4e-05,0.0,543354.8723518815,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,3.4e-05,0.0,0.604367,0.0,0.0,2.709402
RIOT,SHORT,0.3692593529484784,3.692593529484784,3.47,3.8073,watchlist_reeval_failed,"not_extended, pullback_to_resistance, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.6,POSITIVE,pullback_to_resistance,11624397.78,,20.0,10.0,7.56,46.22,518605.0,298428.0,0.575,388225.0,200469.0,228339.0,65.3,0.901,0.0,0.21,1.0,1.4,0.55,0.31,1,1.0,0.0,0.0,0.000147,0.0,904782.682622457,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,3.3e-05,0.0,0.238926,0.0,0.0,1.468522
ASML,SHORT,0.1750327646880973,1.7503276468809732,3.3,2.7452,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.4,NEUTRAL,ema_rally,,,1600.0,1400.0,8.85,4.76,73648.0,98496.0,1.337,72937.0,39386.0,59821.0,80.1,0.486,0.0,0.63,1.0,1.2,0.2,0.27,1,1.0,0.0,0.0,1e-06,0.0,652714.2896581129,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.285148,0.0,0.0,1.451613
IBIT,LONG,0.21128755606940447,2.112875560694045,4.42,3.3224,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",4.7,POSITIVE,unknown,72460763.42,44.03,45.0,35.0,2.1,20.59,4035042.0,2669226.0,0.662,2149001.0,1549649.0,3005618.0,34.5,0.422,1.75,0.27,1.0,0.0,1.27,0.13,2,1.0,99.0,2e-05,5e-06,828896.0907690402,0.4076139588751358,1.811213,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5e-06,0.0,0.36312,0.430865,0.0,0.0,5.639031
FCX,SHORT,0.27479073234876006,2.747907323487601,4.88,4.378,watchlist_reeval_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned,7.7,NEGATIVE,unknown,-9643893.04,,70.0,35.0,13.49,43.26,576333.0,593236.0,1.029,241089.0,335674.0,592806.0,68.4,0.495,0.0,0.67,1.0,1.2,1.67,0.34,1,1.0,0.0,0.0,7e-06,0.0,1.0679729242794688e-29,1.107675,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.578169,0.0,0.0,260.5
FTNT,LONG,0.3303594257137481,3.303594257137481,4.77,4.1428,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",5.3,NEUTRAL,retest_and_confirm,,,100.0,80.0,18.95,4.84,81675.0,104763.0,1.283,51603.0,59303.0,75532.0,96.3,0.58,1.64,0.7,0.15,1.4,0.84,0.04,1,1.0,99.0,8e-06,0.0,372261.9330571854,0.0,8.419355,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3e-06,0.0,0.439968,0.0,0.0,0.0,
NOW,LONG,0.29054861986612923,2.9054861986612925,3.61,3.8157,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, volume_capitulation_reversal","momentum_aligned, trend_aligned",6.4,NEGATIVE,unknown,-25950871.2,,100.0,85.0,13.35,3.66,698900.0,545221.0,0.78,474556.0,250424.0,519141.0,88.5,0.563,0.0,0.28,1.0,1.4,0.44,0.48,2,1.0,2.2460729332368066e-06,5e-06,2e-06,1.3656633822824231e-09,0.0006080227236051375,12.770667,0,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.047215,0.774521,0.0,0.0,1.258303
KKR,SHORT,0.11335729943579143,1.1335729943579143,3.08,2.7308,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",6.2,NEGATIVE,unknown,-4017872.71,102.06,110.0,80.0,7.78,21.61,119518.0,151689.0,1.269,80621.0,46920.0,143666.0,86.7,0.504,0.0,0.56,1.0,0.0,1.52,0.0,1,1.0,0.0,0.0,9e-06,0.0,7.660575499399003e-31,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.458311,0.0,0.0,
KORU,LONG,0.9386482190069231,9.38648219006923,6.01,7.5762,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,NEUTRAL,trend_continuation,,,565.0,335.0,7.19,36.44,4974.0,11967.0,2.406,9452.0,5170.0,2319.0,73.4,1.481,1.89,0.18,0.82,1.4,1.57,0.15,11,1.0,99.0,0.004747,0.0,157960.33436273897,0.0,170.694444,10,0,0.652674,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.000882,0.0,0.757238,0.0,0.0,0.0,
SMMT,LONG,0.5837553440689649,5.837553440689649,6.49,6.0458,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.9,NEUTRAL,trend_continuation,,,26.0,20.0,18.34,8.97,68967.0,38098.0,0.552,21686.0,59770.0,25609.0,94.7,1.262,2.7,0.8,1.0,1.4,0.13,0.45,1,1.0,99.0,4.9e-05,0.0,391679.41588744783,0.0,21.771014,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7e-06,0.0,0.381442,0.0,0.0,0.0,6.218905
SYF,LONG,0.5051813494761042,5.051813494761042,5.3,5.1359,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.1,NEUTRAL,bounce_and_fail,,,80.0,60.0,4.45,21.67,22427.0,37281.0,1.662,24252.0,17080.0,18376.0,38.0,0.329,2.26,0.39,1.0,1.0,0.41,0.24,1,1.0,99.0,1.9e-05,0.0,7.661287415401311e-05,0.0,1666.666667,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.326893,0.0,0.0,0.0,
SATS,LONG,0.3753598447001124,3.7535984470011243,4.81,4.7998,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.4,NEGATIVE,trend_continuation,-3852070.97,118.59,150.0,100.0,26.49,15.68,330150.0,148961.0,0.451,84065.0,207661.0,187385.0,74.8,0.652,1.65,0.63,0.94,1.4,0.06,0.14,3,1.0,8.536101779553879e-09,0.000257,0.0001,1.7578118014383785e-28,4.118535244387038e-20,2.79202,0,0,0.477696,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.236975,0.063842,0.0,0.0,1.587619
VMI,LONG,0.3414994530821066,3.4149945308210663,5.86,4.1455,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.4,NEUTRAL,trend_continuation,,,500.0,440.0,0.87,11.23,881.0,677.0,0.768,962.0,326.0,270.0,59.6,0.315,2.24,0.0,0.0,1.4,1.96,0.25,1,1.0,99.0,9.8e-05,0.0,8.607288890673789e-05,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.785622,0.0,0.0,0.0,
EQT,LONG,0.14774822022019946,1.4774822022019944,3.07,3.3597,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",8.5,NEGATIVE,unknown,-5578001.07,58.53,70.0,50.0,19.6,14.57,135057.0,197756.0,1.464,105229.0,108805.0,118779.0,36.8,0.353,0.0,0.76,0.69,0.0,1.4,0.23,2,1.0,99.0,1.9e-05,0.0,9.501040602179155e-07,0.0,,0,0,0.000251,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.095698,0.0,0.0,0.0,
EQNR,SHORT,0.40062339956511667,4.006233995651167,4.04,4.3351,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.6,NEUTRAL,retest_and_confirm,,,40.0,24.0,6.14,36.31,48291.0,43166.0,0.894,21591.0,28881.0,40985.0,81.8,0.404,0.0,0.87,1.0,1.4,0.77,0.0,1,1.0,0.0,0.0,7e-06,0.0,22156.508175670613,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.432414,0.0,0.0,17.020833
IGV,SHORT,0.25343203140763554,2.5343203140763553,4.36,3.7552,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.9,NEGATIVE,ema_rally,-76488736.78,84.65,90.0,80.0,6.26,5.55,901522.0,855534.0,0.949,684517.0,391003.0,681536.0,96.9,0.393,0.0,0.7,0.98,1.2,1.29,0.19,1,1.0,0.0,0.0,0.000258,0.0,1.4928013459830267,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.161042,0.0,0.0,1.676168
IBIT,SHORT,0.2438702611879341,2.438702611879341,3.13,3.1984,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.2,POSITIVE,bounce_and_fail,72460763.42,44.03,45.0,35.0,2.1,20.59,4035042.0,2669226.0,0.662,2149001.0,1549649.0,3005618.0,34.5,0.422,0.0,0.27,1.0,1.0,0.73,0.13,1,0.7,0.0,0.0,1.4e-05,0.0,494857.98497244145,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.162083,0.0,0.0,5.491989
NOW,SHORT,0.17746057347910615,1.7746057347910615,4.6,3.2073,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",continuation_pattern,4.7,NEGATIVE,unknown,-25950871.2,,100.0,85.0,13.35,3.66,698900.0,545221.0,0.78,474556.0,250424.0,519141.0,88.5,0.563,2.02,0.28,0.26,0.0,1.56,0.48,1,1.0,0.0,0.0,2e-06,0.0,0.000352881380952246,,0,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.774521,0.0,0.0,1.258303
GS,SHORT,0.13490944307553965,1.3490944307553965,4.02,3.4005,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",7.6,NEGATIVE,pullback_to_resistance,-201450.3,,1000.0,800.0,7.85,13.72,204541.0,181497.0,0.887,107484.0,64774.0,213780.0,55.5,0.305,0.0,0.43,0.68,1.4,1.51,0.0,1,1.0,0.0,0.0,4e-06,0.0,1.7984386667627171e-09,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.487953,0.0,0.0,1.269841
INTU,LONG,0.37074931330040817,3.707493133004082,3.83,4.0027,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.0,NEUTRAL,trend_continuation,,,500.0,300.0,28.29,23.03,67451.0,57302.0,0.85,37924.0,34272.0,52557.0,93.8,0.596,0.0,0.73,1.0,1.4,0.7,0.0,2,1.0,99.0,1e-05,0.0,5.574934767384924e-30,0.0,12.492674,1,0,0.480327,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.512492,0.0,0.0,0.0,
EWZ,LONG,0.27050099602934163,2.7050099602934163,5.31,4.0855,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.7,POSITIVE,ema_pullback,137294044.1,39.8,45.0,25.0,13.01,37.22,3103254.0,1506188.0,0.485,559801.0,1654162.0,2395479.0,63.7,0.293,1.73,0.96,0.85,1.2,0.24,0.33,1,0.7,99.0,5.2e-05,0.0,6.988387228857677e-07,0.0,41.074468,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.273707,0.0,0.0,0.0,
SMMT,SHORT,0.6814994530821066,6.814994530821066,5.51,6.1805,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,5.6,NEUTRAL,unknown,,,26.0,20.0,18.34,8.97,68967.0,38098.0,0.552,21686.0,59770.0,25609.0,94.7,1.262,0.0,0.8,1.0,1.4,1.87,0.45,1,1.0,0.0,0.0,0.000105,0.0,1730932.246119547,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.4e-05,0.0,0.157717,0.0,0.0,6.218905
CAVA,SHORT,0.3167906179115428,3.1679061791154277,2.35,3.349,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.3,NEUTRAL,unknown,,,135.0,65.0,40.58,32.31,77329.0,43722.0,0.565,22936.0,29689.0,68426.0,88.4,0.732,0.0,0.19,1.0,0.0,0.93,0.23,1,1.0,0.0,0.0,5.2e-05,0.0,4.4837216967592745e-13,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.377228,0.0,0.0,4.495536
UUUU,SHORT,0.30852732664947125,3.0852732664947125,4.73,4.1616,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.0,POSITIVE,bounce_and_fail,3707739.91,20.78,30.0,10.0,44.46,51.85,387599.0,132174.0,0.341,112120.0,116581.0,291072.0,30.9,0.921,0.0,0.78,1.0,1.0,1.48,0.47,1,1.0,0.0,0.0,0.000143,0.0,241.81856638410738,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.573293,0.0,0.0,31.903226
DVN,SHORT,0.27712524756915463,2.771252475691546,3.67,3.3466,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.3,POSITIVE,ema_rally,19669278.32,47.55,50.0,35.0,5.16,26.39,309938.0,140592.0,0.454,99276.0,175512.0,175742.0,91.2,0.411,0.0,0.86,1.0,1.2,0.46,0.14,2,1.0,10.805308980745988,1.2e-05,1.9e-05,2.720355592318029e-13,2.5176101832584696e-14,2.03287,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606992,0.554144,0.0,0.0,3.963504
FSLR,SHORT,0.17795174679071726,1.7795174679071726,4.96,3.3378,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,POSITIVE,trend_continuation,8544458.01,192.78,410.0,180.0,112.61,6.66,324465.0,208625.0,0.643,68226.0,85966.0,378898.0,74.2,0.609,1.57,0.9,0.26,1.4,0.77,0.07,1,1.0,0.0,0.0,9.6e-05,0.0,2.5439376640092337e-06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.488966,0.0,0.0,1.127711
CENX,LONG,0.49678584911212426,4.967858491121243,5.26,5.4419,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.9,NEUTRAL,retest_and_confirm,,,65.0,45.0,7.87,25.32,32981.0,11196.0,0.339,5133.0,26057.0,12987.0,70.3,0.8,1.56,0.88,0.72,1.4,0.7,0.0,1,1.0,99.0,0.000133,0.0,0.034258176439975925,0.0,26.338346,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.196359,0.0,0.0,0.0,
XLI,LONG,0.3278720852059578,3.278720852059578,5.4,4.3594,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.5,NEGATIVE,ema_pullback,-1707583.32,,180.0,145.0,4.32,15.97,110303.0,587589.0,5.327,260811.0,331051.0,106030.0,92.3,0.239,1.73,0.64,0.65,1.2,1.0,0.19,1,1.0,99.0,0.0,0.0,6.75834780144694e-13,0.0,1153.846154,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.083392,0.0,0.0,0.0,
CCJ,LONG,0.2825926646834588,2.8259266468345876,5.24,4.165,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.9,NEGATIVE,trend_continuation,-8224146.79,122.87,140.0,90.0,13.94,26.75,168126.0,217091.0,1.291,165962.0,98179.0,121076.0,95.4,0.635,1.67,0.57,0.62,1.4,0.87,0.11,3,1.0,0.08431178729860252,1.9e-05,9e-06,3.5142420690437985e-12,8.3363007276731e-11,2526.189815,0,0,0.000126,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007612,0.53211,0.0,0.0,9.015152
TLT,LONG,0.18987666975088557,1.8987666975088557,4.64,3.0014,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",3.3,POSITIVE,support_ema_confluence,584035889.81,86.64,90.0,85.0,3.88,1.89,4706694.0,2905845.0,0.617,2055892.0,1499361.0,4057286.0,11.1,0.1,0.0,0.88,1.0,1.6,0.86,0.29,1,1.0,99.0,1.5e-05,0.0,0.00183712088194839,0.0,2.08607,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521645,0.0,0.0,0.0,
DAVE,SHORT,0.2665420551196816,2.665420551196816,2.59,3.2697,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.8,NEUTRAL,bounce_and_fail,,,280.0,210.0,1.57,23.83,16649.0,9012.0,0.541,14594.0,4081.0,6986.0,66.8,0.744,0.0,0.0,1.0,1.0,0.59,0.0,1,1.0,0.0,0.0,0.000174,0.0,9.099348341843254e-05,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.303384,0.0,0.0,1.312336
SOFI,SHORT,0.20354964842297982,2.0354964842297982,4.64,3.2697,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.3,POSITIVE,ema_rally,18810818.81,18.32,20.0,15.0,9.14,18.14,2818266.0,1529908.0,0.543,1314661.0,801557.0,2231956.0,67.8,0.666,0.0,0.77,1.0,1.2,1.57,0.1,1,1.0,0.0,0.0,0.000119,0.0,0.000588197783418934,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.237006,0.0,0.0,2.16299
SOXX,SHORT,0.19315383875463937,1.9315383875463938,0.0,1.1589,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.3e-05,0.0,524617.7018212442,17.652174,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,8e-06,0.0,0.464288,0.0,0.0,
CE,LONG,0.4715469531345713,4.715469531345713,5.44,5.1097,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",5.6,NEUTRAL,retest_and_confirm,,,75.0,60.0,14.21,8.63,27561.0,18489.0,0.671,18464.0,6962.0,20624.0,84.1,0.757,1.78,0.71,0.18,1.4,1.37,0.0,1,1.0,99.0,0.000132,0.0,5.00633404864937e-07,0.0,3.78458,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125756,0.0,0.0,0.0,
BIDU,SHORT,0.24575020792060526,2.4575020792060527,1.94,2.6708,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.3,POSITIVE,unknown,3891070.44,127.96,150.0,100.0,17.02,21.99,199995.0,125041.0,0.625,77352.0,98993.0,148691.0,85.9,0.553,0.0,0.05,1.0,0.0,0.05,0.84,1,0.7,0.0,0.0,1.9e-05,0.0,5.393930785375264e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.286234,0.0,0.0,2.751269
TAN,LONG,0.6814994530821066,6.814994530821066,5.55,6.2925,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,NEUTRAL,trend_continuation,,,62.0,55.0,6.28,5.72,35989.0,22543.0,0.626,9434.0,22529.0,26569.0,85.9,0.429,1.64,0.25,0.46,1.4,1.67,0.13,1,1.0,99.0,0.001323,0.0,1410718.1899176373,0.0,4367.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000341,0.0,0.366905,0.0,0.0,0.0,
FCEL,LONG,0.5328643840400182,5.328643840400183,6.59,6.0413,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",7.0,NEUTRAL,trend_continuation,,,13.0,7.0,12.6,39.37,71643.0,18377.0,0.257,27048.0,34651.0,28321.0,65.5,1.132,2.59,0.0,0.2,1.4,1.67,0.72,1,1.0,99.0,0.001359,0.0,1261.699001072621,0.0,27.572549,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.076847,0.0,0.0,0.0,
DOCU,LONG,0.5264522525615076,5.264522525615076,3.93,5.2113,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",7.0,NEUTRAL,trend_continuation,,,50.0,40.0,9.67,12.26,66318.0,57386.0,0.865,27147.0,36867.0,59690.0,65.6,0.554,0.0,0.82,1.0,1.4,0.7,0.01,1,1.0,99.0,0.000127,0.0,8.229680944388885e-23,0.0,19.545045,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.330483,0.0,0.0,0.0,
ORA,LONG,0.5114994530821066,5.1149945308210665,4.2,4.9575,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",5.7,NEUTRAL,support_ema_confluence,,,120.0,105.0,5.73,7.49,18255.0,7718.0,0.423,12850.0,8794.0,4329.0,87.7,0.407,0.0,0.77,0.02,1.6,1.81,0.0,1,1.0,99.0,9.9e-05,0.0,3.315758437132948e-07,0.0,20.689655,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,
EXPE,LONG,0.4594418897568561,4.594418897568561,5.28,4.9612,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.4,NEUTRAL,trend_continuation,,,270.0,230.0,7.03,8.82,27637.0,34796.0,1.259,16047.0,18903.0,27483.0,99.4,0.65,1.94,0.84,0.75,1.4,0.36,0.0,2,1.0,1.3936820873658663e-19,6.4e-05,2e-05,3.657598566597958e-21,0.02624413845707822,9.722222,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.464026,0.414665,0.0,0.0,42.0
PL,LONG,0.44960685739441136,4.496068573944114,5.02,5.174,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.1,NEGATIVE,ema_pullback,-848329.39,35.8,45.0,20.0,25.7,44.13,155381.0,116127.0,0.747,119640.0,42950.0,108918.0,63.0,1.002,2.1,0.91,0.51,1.2,0.15,0.15,1,1.0,99.0,7.4e-05,0.0,530358.269037456,0.0,49.46,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.052878,0.0,0.0,0.0,
FXI,LONG,0.3791102638930351,3.791102638930351,4.06,4.9336,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",9.1,NEGATIVE,retest_and_confirm,-35719238.24,,40.0,36.0,8.52,2.33,1881912.0,2086948.0,1.109,742537.0,1860284.0,1366039.0,42.6,0.233,0.0,0.79,1.0,1.4,0.85,0.03,1,1.0,99.0,0.00025,0.0,133.61533091403805,0.0,4.633136,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.448939,0.0,0.0,0.0,
OXY,LONG,0.2988812767822087,2.988812767822087,6.27,4.2154,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,POSITIVE,trend_continuation,54330999.17,56.65,60.0,40.0,5.91,29.39,701941.0,321664.0,0.458,340532.0,172783.0,510290.0,91.9,0.411,1.77,0.75,1.0,1.4,1.34,0.0,1,1.0,99.0,1e-05,0.0,5.848175002300569e-29,0.0,45.876923,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.345798,0.0,0.0,0.0,
